center_id,descripcio_servei,nom,adreça,titularitat,temps_mitja_espera,places_publiques,places_privades,places_totals
9652,Residència assistida per a gent gran - temporal o permanent,La LLar Nostra,"Psg. de la Circumval·lació de Can Valls, Parcel·la 542 08140 Caldes de Montbui,Vallès Oriental","La Llar Nostra 2018, SL",,,18,
9653,Residència assistida per a gent gran - temporal o permanent,La Nostra Llar II,"C. Ferreries, 1-3 08140 Caldes de Montbui,Vallès Oriental","La Llar Nostra 2018, SL",3 anys i 8 mesos,12,44,56
9654,Residència assistida per a gent gran - temporal o permanent,Residència La Maresma (servei de residència assistida),"Ctr. d'Hortsavinya, Km 1'2 08370 Calella,Maresme","Residència La Maresma, SL",3 mesos,150,17,167
9655,Residència assistida per a gent gran - temporal o permanent,Lantus Calella,"C. Balmes, 152 08370 Calella,Maresme","Grup Lantus, SL",5 mesos,64,22,86
9657,Residència assistida per a gent gran - temporal o permanent,Casal Mare de Déu de Fàtima,"C. Sant Isidre, 44-46 08370 Calella,Maresme",Fundació Mare de Déu de Fàtima,3 mesos,43,4,47
9658,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Mar i Sol,"C. Costa i Fornaguera, 112 08370 Calella,Maresme","Residència Geriàtrica Calella Mar i Sol, SL",4 mesos,133,44,177
9659,Residència assistida per a gent gran - temporal o permanent,Centre residencial per a gent gran de Callús,"C. Francesc Macià, 25 1r i 2n 08262 Callús,Bages",Consorci d'Atenció a la Gent Gran de Callús,8 mesos,30,12,42
9660,Residència assistida per a gent gran - temporal o permanent,Residència Guillem Mas de Canet de Mar  (servei de residència assistida),"C. Vall, 69 08360 Canet de Mar,Maresme",Fundació Privada l'Hospital Particular de Canet de Mar,2 anys i 6 mesos,25,70,95
9661,Residència assistida per a gent gran - temporal o permanent,Residència Miramar de Canet de Mar,"Av. Maresme, 29 08360 Canet de Mar,Maresme","Miramar de Canet, SL",4 mesos,56,14,70
9663,Residència assistida per a gent gran - temporal o permanent,Residència Sant Roc de Canet,"Av. Maresme, 23 08360 Canet de Mar,Maresme","Sant Roc de Canet, SL",4 mesos,174,7,181
9664,Residència assistida per a gent gran - temporal o permanent,CDM Residencial,"Psg. de la Misericòrdia, 41 08360 Canet de Mar,Maresme","Hirundo Rustica, SL",1 any i 4 mesos,42,41,83
9665,Residència assistida per a gent gran - temporal o permanent,Centro gerontológico María Auxiliadora,"C. Diagonal, 29 08420 Canovelles,Vallès Oriental","Centro gerontológico María Auxiliadora, SL",,,35,
9666,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis de Capellades Fundació Consorts Guasch,"Psg. Concepció, 1-3 08786 Capellades,Anoia","Fundació ""Consortes Guasch""",1 any,63,20,83
9668,Residència assistida per a gent gran - temporal o permanent,"Llar-Residéncia ""El Racó""","Ctr. BV-5108, Km.3'5 de Cardedeu a Cànoves 08440 Cardedeu,Vallès Oriental","El Racó de Cardedeu, SL",8 mesos,26,8,34
9669,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Sant Jaume (servei de residència assistida),"Pça. Compte Viladomat, 2 08261 Cardona,Bages",Fundació Privada Residència 3a. Edat Sant Jaume,7 mesos,45,22,67
9670,Residència assistida per a gent gran - temporal o permanent,Centre de Serveis l'Onada Casserres (servei de residència assistida),"Psg. Bisbe Comelles, 75 08693 Casserres,Berguedà",Ajuntament de Casserres,5 mesos,45,6,51
9671,Residència assistida per a gent gran - temporal o permanent,Residència Obra Social Benèfica de Castellar del Vallès,"C. Mestre Ros, s/n 08211 Castellar del Vallès,Vallès Occidental",Obra Social Benèfica de Castellar del Vallès,1 any i 6 mesos,70,24,94
9672,Residència assistida per a gent gran - temporal o permanent,Residència Falgàs,"C. Bassetes, 3 08211 Castellar del Vallès,Vallès Occidental","Camplluna Advisers, SL",,,20,
9673,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica les Orquídies,"C. Prat de la Riba, 1 08211 Castellar del Vallès,Vallès Occidental","Castellarnou Promocions, SL",,,49,
9674,Residència assistida per a gent gran - temporal o permanent,Residència Nord Egara,"C. Passeig, 39-41 08211 Castellar del Vallès,Vallès Occidental","Residència Nord Egara, SL",4 mesos,31,3,34
9675,Residència assistida per a gent gran - temporal o permanent,Residència Can Font,"C. Can Salas, 8 Urbanització Can Font 08211 Castellar del Vallès,Vallès Occidental","Residència Geriàtrica Can Font, SL",8 mesos,25,,
9676,Residència assistida per a gent gran - temporal o permanent,Geriàtric del Bages,"C. Sant Geroni, 8 08296 Castellbell i el Vilar,Bages","Centre Geriàtric del Bages, SL",9 mesos,37,8,45
9677,Residència assistida per a gent gran - temporal o permanent,Residència la Ginesta,"C. de la Llum, 5-9 08183 Castellcir,Moianès",Fundació Privada Sant Andreu de Castellcir,6 mesos,46,8,54
9679,Residència assistida per a gent gran - temporal o permanent,Residència Mussol II,"Av. Castelldefels, 69 08860 Castelldefels,Baix Llobregat","Ansol Geriàtrics, SL",6 mesos,31,,
9680,Residència assistida per a gent gran - temporal o permanent,Mussol III,"Psg. dels Tarongers, 40 08860 Castelldefels,Baix Llobregat","Ansol Geriàtrics, SL",7 mesos,42,11,53
9681,Residència assistida per a gent gran - temporal o permanent,Residencia Colonias Extranjeras de Barcelona,"C. 22 de la Pineda, 13-15 08860 Castelldefels,Baix Llobregat",Fundación Residencia Colonias Extranjeras de Barcelona,2 anys i 1 mes,42,23,65
9683,Residència assistida per a gent gran - temporal o permanent,Residència Julia,"C. Cadis, 36 (torre) 08860 Castelldefels,Baix Llobregat","Societat Cooperativa Catalana Limitada, Residencia Balmes",5 mesos,24,6,30
9684,Residència assistida per a gent gran - temporal o permanent,Solmar Residencial,"Psg. Bellavista, 160-166 08860 Castelldefels,Baix Llobregat","Residència Geriàtrica Costa Daurada, SL",10 mesos,46,18,64
9686,Residència assistida per a gent gran - temporal o permanent,Residència les Gavines,"Psg. Ferrocarril, 16-18 08860 Castelldefels,Baix Llobregat","Adquisiciones Rosegar, SLU",1 any i 7 mesos,24,25,49
9688,Residència assistida per a gent gran - temporal o permanent,Residencia 3a Edad Santa Rita Castelldefels,"Av. Constitució, 340-342 08860 Castelldefels,Baix Llobregat","Cadakes siglo XXI, SL",6 mesos,59,8,67
9689,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica el Recer II,"Psg. Marina, 60 08860 Castelldefels,Baix Llobregat","Kisar, S.L.",4 anys i 10 mesos,5,45,50
9690,Residència assistida per a gent gran - temporal o permanent,Residència Lluna Gran,"C. Alcover, 30 08860 Castelldefels,Baix Llobregat","Residència per a gent gran Vellamar, SL",11 mesos,16,9,25
9691,Residència assistida per a gent gran - temporal o permanent,Residència El Manantial,"Psg. Brollador, 26 08860 Castelldefels,Baix Llobregat","Centro residencial Montfels, SL",1 any i 1 mes,13,47,60
9692,Residència assistida per a gent gran - temporal o permanent,Residència Torre Marina,"Psg. Garbí, 152, bxs 08860 Castelldefels,Baix Llobregat","Castro-Pie, SL",,,50,
9693,Residència assistida per a gent gran - temporal o permanent,Portamar Residencial,"Av. 341, núm. 14 08860 Castelldefels,Baix Llobregat","Portamar Residencial, SL",1 any i 2 mesos,6,49,55
9694,Residència assistida per a gent gran - temporal o permanent,"Residència ""Masplanoi""","Urb. Masplanoi. C. del Mas, s/n 08297 Castellgalí,Bages","Residència d'avis Mas Planoi, SL",,,19,
9695,Residència assistida per a gent gran - temporal o permanent,IBADA Castellgalí (residència assistida),"C. Jacint Verdaguer, 24 08297 Castellgalí,Bages",Ajuntament de Castellgalí,2 anys i 3 mesos,15,71,86
9696,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Josep Brugarolas,"Ctr. Granera, 41 08183 Castellterçol,Moianès",Ajuntament de Castellterçol,4 mesos,53,21,74
9697,Residència assistida per a gent gran - temporal o permanent,Llar per a la tercera edat Nature,"Pge. Nord, 1-3 08183 Castellterçol,Moianès","Patrimonial Nature, SL",5 mesos,44,8,52
9699,Residència assistida per a gent gran - temporal o permanent,Residència Sant Gabriel (servei de residència assistida),"C. Fortià Solà, 6 08540 Centelles,Osona",Fundació Pública Municipal Residència Sant Gabriel,3 anys i 4 mesos,33,45,78
9700,Residència assistida per a gent gran - temporal o permanent,Residencia 3ª Edad Casa de las Monjas,"C. Vidriers, 6 08758 Cervelló,Baix Llobregat","Residencia Casa las Monjas, SL",3 mesos,61,5,66
9702,Residència assistida per a gent gran - temporal o permanent,Les Oliveres Centre Residencial,"C. Saturnia Pyri, 6-8 08758 Cervelló,Baix Llobregat","Llopart Moleras, S.L",1 any i 3 mesos,21,29,50
9703,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Santa Rita,"Av. Amadeu Vives, 1 08293 Collbató,Baix Llobregat","Marcugamar, SL",5 mesos,32,2,34
9704,Residència assistida per a gent gran - temporal o permanent,Residència La Muntanya,"Psg. Cerdanya, 8 08293 Collbató,Baix Llobregat","Bella Llar La Montaña, SL",6 mesos,21,4,25
9705,Residència assistida per a gent gran - temporal o permanent,Residència Reche,"C. Santa Magdalena, 1-2 08757 Corbera de Llobregat,Baix Llobregat",Residència Reche SL,4 mesos,44,11,55
9706,Residència assistida per a gent gran - temporal o permanent,Residència Sant Martí,"Pça. Bartolomeu i Pere Selva, 2 08757 Corbera de Llobregat,Baix Llobregat","Residencia Tercera Edad Montserrat, SL",3 mesos,27,1,28
9707,Residència assistida per a gent gran - temporal o permanent,Residència assistida Jardins de Corbera,"Urb. Santa Maria de la Vall, Carrer 7, núm. 35 08757 Corbera de Llobregat,Baix Llobregat","Residencial Les Deus, S.L.",3 mesos,54,10,64
9708,Residència assistida per a gent gran - temporal o permanent,Residència La Torreta de Corbera,"C. Berguedà, 15-17 (Urb. Creu Nova) 08757 Corbera de Llobregat,Baix Llobregat","Residència La Torreta de Corbera, SL",1 any i 1 mes,42,8,50
9709,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Mercè,"Av. Dels Pins, 18 Pol. 2n urb. can Margarit 08757 Corbera de Llobregat,Baix Llobregat","Residència Edad d'Or Mercè, SL",9 mesos,12,13,25
9710,Residència assistida per a gent gran - temporal o permanent,Residència Llar de Benestar,"C. Joaquim Ruyra, 39-41 08757 Corbera de Llobregat,Baix Llobregat","Llar de Benestar, S.L.U",4 mesos,30,20,50
9711,Residència assistida per a gent gran - temporal o permanent,Creu Nova Gent Gran,"C. Creu Nova, 28 08757 Corbera de Llobregat,Baix Llobregat","Olodun, SL",2 anys i 2 mesos,10,17,27
9712,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Sol i Natura,"Ctr. de l'Amunt, 8 08757 Corbera de Llobregat,Baix Llobregat","Residència d'avis Sol i Natura, SL",2 anys,37,13,50
9713,Residència assistida per a gent gran - temporal o permanent,Residència Santa Rita Cornellà,"Av. del Parc, 19-21 08940 Cornellà de Llobregat,Baix Llobregat","Clínica Sant Jordi de Cornellà, S.L.",6 mesos,44,12,56
9714,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Jaume Nualart,"C. Anoia, s/n 08940 Cornellà de Llobregat,Baix Llobregat",Generalitat de Catalunya,1 any i 7 mesos,72,,
9716,Residència assistida per a gent gran - temporal o permanent,Centre Sociosanitari i Residència Assistida DomusVi Sant Jordi,"Ctr. Sant Joan Despí, s/n 08940 Cornellà de Llobregat,Baix Llobregat",Fundación DomusVi,1 any i 1 mes,72,13,85
9717,Residència assistida per a gent gran - temporal o permanent,Centre residencial Blau Almeda,"Ctr. de l'Hospitalet, 236 08940 Cornellà de Llobregat,Baix Llobregat",Centre residencial Blau Almeda SA,2 anys i 1 mes,26,116,142
9718,Residència assistida per a gent gran - temporal o permanent,Residència Teresa Duran,"Av. Salvador Allende, 45 08940 Cornellà de Llobregat,Baix Llobregat",Fundació per a l'atenció a persones dependents,1 any i 5 mesos,119,15,134
9719,Residència assistida per a gent gran - temporal o permanent,Residencial Cornellà,"Av. del Parc, 46 08940 Cornellà de Llobregat,Baix Llobregat","Sanitas Mayores, SL",,,140,
9720,Residència assistida per a gent gran - temporal o permanent,Edelweis Residencial Cubelles,"Av. Catalunya, 18-20 08880 Cubelles,Garraf","Residència Templis Atlantis, SLU",,,63,
9721,Residència assistida per a gent gran - temporal o permanent,Residència Medical Comfort,"Av. Europa, 13 (Ctr. C-31, Km. 51700) 08880 Cubelles,Garraf","Edelweis Ibérica, S.L.",,1,105,106
9722,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Sant Llop,"C. Pau Picasso, 13 08319 Dosrius,Maresme","Residència d'avis Sant Llop, SL",8 mesos,23,3,26
9723,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Can Comelles (servei de residència assistida),"C. Can Comelles, s/n 08292 Esparreguera,Baix Llobregat",Ajuntament d'Esparreguera,1 any i 8 mesos,78,12,90
9726,Residència assistida per a gent gran - temporal o permanent,Residència Fèlix Llobet (servei de residència assistida),"Av. Isidre Martí, 17-19 08950 Esplugues de Llobregat,Baix Llobregat",Fundació Privada Casal dels Avis d'Esplugues,3 anys,52,19,71
9727,Residència assistida per a gent gran - temporal o permanent,Residència Domus Astri,"C. Apel·les Mestres, 37 08950 Esplugues de Llobregat,Baix Llobregat","Domus Astri, SL",1 any i 7 mesos,15,10,25
9728,Residència assistida per a gent gran - temporal o permanent,Residència assistida La Mallola,"C. Raval de Sant Mateu, 46-48 08950 Esplugues de Llobregat,Baix Llobregat",Fundació Privada Casal dels Avis d'Esplugues,3 anys i 3 mesos,70,34,104
9729,Residència assistida per a gent gran - temporal o permanent,Residència Bouco Ciutat Diagonal,"Av. La Miranda, 8-16 08950 Esplugues de Llobregat,Baix Llobregat","Residència Ciutat Diagonal Esplugues, SL",,,100,
9731,Residència assistida per a gent gran - temporal o permanent,Residència d'avis l'Auca,"C. Jaume I, 28 08520 Franqueses del Vallès, les,Vallès Oriental","Residència d'Avis L'Auca, S.L.",6 mesos,33,11,44
9732,Residència assistida per a gent gran - temporal o permanent,Residència Palau de les Franqueses,"Ctr. Cànoves, Km 1,5 08520 Franqueses del Vallès, les,Vallès Oriental","Residència Geriàtrica Palau, SL",2 mesos,48,4,52
9733,Residència assistida per a gent gran - temporal o permanent,Residència les Franqueses,"C. Sant Josep, 29 08520 Franqueses del Vallès, les,Vallès Oriental","Mutuam, Mútua de Previsió Social",1 any i 8 mesos,35,23,58
9734,Residència assistida per a gent gran - temporal o permanent,Hotel Residència Reig (servei de residència assistida),"Rda. del Carril, 78 08530 Garriga, la,Vallès Oriental","Residencial Garriga, SL",3 mesos,34,7,41
9735,Residència assistida per a gent gran - temporal o permanent,Can Jordan (servei de residència assistida),"Rda. del Carril, 63 08530 Garriga, la,Vallès Oriental","Can Jordan, SL",6 mesos,32,21,53
9736,Residència assistida per a gent gran - temporal o permanent,Asil Hospital de la Garriga (servei de residència assistida),"C. Llerona, 2 08530 Garriga, la,Vallès Oriental",Fundació Privada Asil Hospital de la Garriga,1 any i 4 mesos,98,55,153
9737,Residència assistida per a gent gran - temporal o permanent,Llar Nostra Senyora del Pilar (servei de residència assistida),"Psg. dels Til·lers, 29 08530 Garriga, la,Vallès Oriental",Hogar Nuestra Señora del Pilar de La Garriga-Congregació de Germanes Hospitalàries de la Santa Creu,1 any i 8 mesos,24,18,42
9738,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo,"C. Riu Ebre, 8 08850 Gavà,Baix Llobregat","Residencia San Lorenzo, S.L.",8 mesos,35,,
9739,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo 2,"C. Riu Ebre, 13 08850 Gavà,Baix Llobregat","Residencia San Lorenzo, S.L.",,,34,
9740,Residència assistida per a gent gran - temporal o permanent,Residencia Gavá Centre,"Pça. Dolors Clua, 11 08850 Gavà,Baix Llobregat","Residències geriàtriques Sabater i Fabregat, SL",7 mesos,8,13,21
9741,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Gavà,"C. Concòrdia, s/n 08850 Gavà,Baix Llobregat",Generalitat de Catalunya,7 mesos,93,,
9742,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo 3 (servei de residència assistida),"C. Àngela Roca, 4 08850 Gavà,Baix Llobregat","Residencia San Lorenzo, S.L.",10 mesos,52,22,74
9743,Residència assistida per a gent gran - temporal o permanent,Llar Sant Jordi,"Ctr. Sant Sadurní, km. 9 08790 Gelida,Alt Penedès","Llar Sant Jordi, SL",5 mesos,40,18,58
9744,Residència assistida per a gent gran - temporal o permanent,Residència Sant Roc,"Pça. Dr. Armengol, 1 08680 Gironella,Berguedà",Fundació Residència Sant Roc,9 mesos,52,40,92
9745,Residència assistida per a gent gran - temporal o permanent,Centre Geriàtric Adolfo Montañá Riera,"Av. Francesc Ribas, s/n 08400 Granollers,Vallès Oriental",Fundació Hospital Asil de Granollers,1 any i 10 mesos,31,21,52
9746,Residència assistida per a gent gran - temporal o permanent,Colisée Can Monic,"Av. 1r Marquès de les Franqueses, 148 08400 Granollers,Vallès Oriental","La Saleta Care, SL",3 anys i 4 mesos,29,39,68
9747,Residència assistida per a gent gran - temporal o permanent,Residència Fundació Antònia Roura Barbany (servei de residència assistida),"C. Nou, 12 08401 Granollers,Vallès Oriental",Fundació Antònia Roura Barbany,1 any i 9 mesos,29,22,51
9748,Residència assistida per a gent gran - temporal o permanent,Residencia San José. Granollers (servei de residència assistida),"C. San José, 6 08401 Granollers,Vallès Oriental",Congregación Hijas de San José - Residencia San José,,,40,
9750,Residència assistida per a gent gran - temporal o permanent,Llar d'Avis Verge de la Salut,"C. Sant Marc, 1 08403 Granollers,Vallès Oriental","DP Consultores de Dependencia, SLU",,,21,
9751,Residència assistida per a gent gran - temporal o permanent,Residència Jericó,"C. Mestre Candi, 36-42 08901 Hospitalet de Llobregat, l',Barcelonès",Fundació Privada Sant Roc,1 any i 5 mesos,47,23,70
9752,Residència assistida per a gent gran - temporal o permanent,La Rambla Residència d'Avis,"Rbl. Just Oliveres, 48, 1er 08901 Hospitalet de Llobregat, l',Barcelonès","Hospitalet Residència d'Avis, S.L",,,25,
9753,Residència assistida per a gent gran - temporal o permanent,Residència Santa Eulàlia,"Av. Jacint Verdaguer, 32 08902 Hospitalet de Llobregat, l',Barcelonès",Fundació Santa Eulàlia,2 anys i 5 mesos,56,35,91
9754,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Santa Eulàlia,"Av. Carrilet, 129-131, 1er 08902 Hospitalet de Llobregat, l',Barcelonès","Llar d'avis Santa Eulàlia, SL",,,18,
9755,Residència assistida per a gent gran - temporal o permanent,Prytanis Residencial,"C. Aprestadora, 43-45 08902 Hospitalet de Llobregat, l',Barcelonès","Prytanis Services, SL",3 anys i 2 mesos,12,18,30
9756,Residència assistida per a gent gran - temporal o permanent,L'Hospitalet Rpark (Residència),"C. Cultura, 3 08902 Hospitalet de Llobregat, l',Barcelonès","L'Hospitalet Rpark, SL",3 anys i 5 mesos,12,62,74
9757,Residència assistida per a gent gran - temporal o permanent,Residència d'avis la Torrassa,"C. Santiago Apóstol, 55 08903 Hospitalet de Llobregat, l',Barcelonès",Fundació Mare de Déu dels Desamparats,8 mesos,80,13,93
9758,Residència assistida per a gent gran - temporal o permanent,Residència Collblanc Companys Socials,"C. Riera Blanca, 18-20 08903 Hospitalet de Llobregat, l',Barcelonès",Consorci Sanitari Integral,1 any i 5 mesos,90,,
9759,Residència assistida per a gent gran - temporal o permanent,Residència El Pilar,"C. Florida, 39 08905 Hospitalet de Llobregat, l',Barcelonès","IACJ, SL",,,28,
9760,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Can Buxeres,"C. Ametller, 6 08906 Hospitalet de Llobregat, l',Barcelonès","SAR Residencial y Asistencial,SAU",11 mesos,100,78,178
9761,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Francisco Padilla,"C. Electricitat, 35-43 08906 Hospitalet de Llobregat, l',Barcelonès",Generalitat de Catalunya,1 any i 4 mesos,80,,
9762,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Feixa Llarga Laia González,"C. de la Residència, 2 08907 Hospitalet de Llobregat, l',Barcelonès",Generalitat de Catalunya,2 anys i 2 mesos,94,,
9763,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Santa Isabel,"Av. Nostra Senyora de Bellvitge, 20-28, altell EFGHI 08907 Hospitalet de Llobregat, l',Barcelonès","Residencia y Atención Social, SL",1 any,22,2,24
9764,Residència assistida per a gent gran - temporal o permanent,Residència Pare Josep M. Vilaseca (servei de residència assistida),"Av. Gaudí, 26 08700 Igualada,Anoia",Consorci Sociosanitari d'Igualada,1 any i 10 mesos,97,62,159
9766,Residència assistida per a gent gran - temporal o permanent,Residencia Igualada,"C. Sant Francesc d'Assís, 19 08700 Igualada,Anoia","Residencia Igualada, SL",9 mesos,35,27,62
9767,Residència assistida per a gent gran - temporal o permanent,Residència assistida Fundació Sanitària Sant Josep,"C. Passeig Verdaguer, 31 08700 Igualada,Anoia",Fundació Sanitària Sant Josep,,,12,
9768,Residència assistida per a gent gran - temporal o permanent,Jardí Residencial Torre Magret,"C. Bonavista, 10-14 08450 Llinars del Vallès,Vallès Oriental","Jardí Residencial Torre Magret, SL",,,44,
9769,Residència assistida per a gent gran - temporal o permanent,Residència Llinars del Vallès (servei de residència assistida),"C. Salvador Espriu, 11-15 08450 Llinars del Vallès,Vallès Oriental","Residència Llinars del Vallès, SL",3 anys i 4 mesos,43,61,104
9771,Residència assistida per a gent gran - temporal o permanent,Residència assistida Bonavista,"C. Sant Valerià, 84 08185 Lliçà de Vall,Vallès Oriental",Bonavista Gent Gran SL,,,35,
9772,Residència assistida per a gent gran - temporal o permanent,Residència Nazaret (servei de residència assistida),"Av. Costa Brava, 92 08380 Malgrat de Mar,Maresme",Instituto de Religiosas de San José de Gerona,2 anys i 1 mes,55,62,117
9773,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica Toy,"C. Mallorca, 63 08380 Malgrat de Mar,Maresme","Alydal, S.L.",4 mesos,78,11,89
9774,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Malgrat,"C. MAR, 89 08380 Malgrat de Mar,Maresme","Residencia Geriátrica Malgrat, S.L.",2 anys i 9 mesos,41,68,109
9775,Residència assistida per a gent gran - temporal o permanent,Residència Aura (servei de residència assistida),"Ctr. d'Olot, 7 08560 Manlleu,Osona",Consorci Hospitalari de Vic,3 anys i 11 mesos,60,76,136
9776,Residència assistida per a gent gran - temporal o permanent,Residència Mont-Blanc (servei de residència assistida),"C. Jacint Verdaguer, 2-4 08240 Manresa,Bages","Sant Andreu Salut, Fundació Privada",1 any i 8 mesos,45,35,80
9777,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Font dels Capellans,"C. Font dels Capellans, 85 08240 Manresa,Bages",Generalitat de Catalunya,11 mesos,58,,
9778,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis Sagrada Família (servei de residència assistida),"C. Vallès, 8, bxs 08240 Manresa,Bages","Residència d'Avis del Barri de la Sagrada Família de Manresa, Fundació Privada",9 mesos,21,1,22
9779,Residència assistida per a gent gran - temporal o permanent,Residència Sant Andreu (servei de residència assistida),"C. Remei de Dalt, 8-20 08240 Manresa,Bages","Sant Andreu Salut, Fundació Privada",1 any i 9 mesos,69,42,111
9780,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis Sagrada Família II,"C. Vallès, 15-17 (torre) 08240 Manresa,Bages","Residència d'Avis del Barri de la Sagrada Família de Manresa, Fundació Privada",1 any i 2 mesos,12,7,19
9781,Residència assistida per a gent gran - temporal o permanent,Centre Residencial Mutuam-Manresa,"C. Era de l'Huguet, 6-8 08240 Manresa,Bages","Mutuam, Mútua de Previsió Social",Sense llista d'accés,3,28,31
9783,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Valldaura,"C. del Cos, 10 08241 Manresa,Bages","Residència Geriàtrica Valldaura, SL",1 any,24,22,46
9785,Residència assistida per a gent gran - temporal o permanent,Residència Vistalegre,"C. Vistalegre, 37 08760 Martorell,Baix Llobregat","Gran Via BCN, SL",,,25,
9787,Residència assistida per a gent gran - temporal o permanent,Residència Anoia,"Av. Pau Claris, 11 bis 08760 Martorell,Baix Llobregat","Assistència Geriàtrica Anoia, SL",1 any i 11 mesos,19,35,54
9788,Residència assistida per a gent gran - temporal o permanent,Residència Sant Joan de Déu de Martorell,"Av. Camí Fondo, 22 08760 Martorell,Baix Llobregat",Fundació Residència Sant Joan de Déu de Martorell,2 anys i 6 mesos,72,64,136
9789,Residència assistida per a gent gran - temporal o permanent,Les Moreres - Residència per a gent gran,"C. Anselm Clavé, 113 08107 Martorelles,Vallès Oriental","Residència les Moreres, SL",,,38,
9790,Residència assistida per a gent gran - temporal o permanent,Residencia Mare Nostrum,"C. Figueres, 23 08320 Masnou, el,Maresme","Residencias Geriátricas del Mare Nostrum, SA",2 anys i 10 mesos,5,19,24
9791,Residència assistida per a gent gran - temporal o permanent,Llar-Residència Geriàtrica Montseny,"C. Navarra, 181 08320 Masnou, el,Maresme","Fundació Privada ""Sant Francesc d'Assís""",2 anys i 4 mesos,27,43,70
9792,Residència assistida per a gent gran - temporal o permanent,Residència Sant Jordi,"C. Frederic Bosch, 22 08320 Masnou, el,Maresme","Sant Miquel 65, SL",7 mesos,29,9,38
9793,Residència assistida per a gent gran - temporal o permanent,Residència Bell-Resguard,"C. Camilo Fabra, 21 08320 Masnou, el,Maresme","Residència Geriàtrica Bell-Resguard, S.L.",4 mesos,65,6,71
9794,Residència assistida per a gent gran - temporal o permanent,Residència Casa Benèfica del Masnou (servei de residència assistida),"C. Rector Pineda, 12 08320 Masnou, el,Maresme",Fundació Casa Benèfica del Masnou,1 any i 8 mesos,30,30,60
9795,Residència assistida per a gent gran - temporal o permanent,Residencia asistida Magnolia,"C. Ciutat Vila Jardí, 34 08320 Masnou, el,Maresme","Budaudi-Geriátrico, SL",9 mesos,3,17,20
9796,Residència assistida per a gent gran - temporal o permanent,Residència Sagrada Família (servei de residència assistida),"C. Àngel Guimerà, 57 08230 Matadepera,Vallès Occidental",Comunitat de Religioses de la Sagrada Família d'Urgell,2 anys i 8 mesos,26,27,53
9797,Residència assistida per a gent gran - temporal o permanent,Els Roures Centre Residencial,"Psg. de Matadepera, 57 08227 Terrassa,Vallès Occidental","Residencial G.R.M., S.L.",7 mesos,32,15,47
9798,Residència assistida per a gent gran - temporal o permanent,Residència Torre Llauder de Càritas,"C. Sant Valentí, 19, 1er 08301 Mataró,Maresme",Associació Residència Torre Llauder,,,16,
9799,Residència assistida per a gent gran - temporal o permanent,Residència Sant Marc,"C. Camí Ral, 357 08301 Mataró,Maresme","Residència Llar Sant Marc, SL",1 any i 3 mesos,16,19,35
9801,Residència assistida per a gent gran - temporal o permanent,Residència Laia,"C. Miquel Biada, 45 08302 Mataró,Maresme","Vima Residencial, SL",2 anys i 3 mesos,42,66,108
9802,Residència assistida per a gent gran - temporal o permanent,Residència Voramar,"C. Tordera, 8 08302 Mataró,Maresme","Residència d'avis Voramar, SL",,,83,
9803,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Mataró,"Av. Gatassa, 43 08303 Mataró,Maresme",Generalitat de Catalunya,2 anys i 4 mesos,184,,
9804,Residència assistida per a gent gran - temporal o permanent,Centre Geriàtric Cerdanyola,"Av. Puig i Cadafalch, 208-210 08303 Mataró,Maresme","Centre Geriàtric Cerdanyola, SL",1 any i 1 mes,30,20,50
9805,Residència assistida per a gent gran - temporal o permanent,Centre geriàtric Can Boada,"C. Pirineus, 9-13 08303 Mataró,Maresme","Vima Residencial, SL",1 any i 11 mesos,26,49,75
9806,Residència assistida per a gent gran - temporal o permanent,Residència El Mirador,"C. Capcir, 90 (urb. Can Quirze) 08304 Mataró,Maresme","Vima Residencial, SL",3 anys i 3 mesos,61,65,126
