center_id,descripcio_servei,nom,adreça,titularitat,temps_mitja_espera,places_publiques,places_privades,places_totals
9572,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran del Bon Pastor,"C. Augusto César Sandino, 7-9",Generalitat de Catalunya,11 mesosinfo,92,,
9573,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Bon Viure,"C. Campoamor, 56, tor",Asociación Residencias Geriátricas Bon Viure,,,25,
9574,Residència assistida per a gent gran - temporal o permanent,Residència el Vent,"C. del Vent, 4 bis (Torre)","Geritras 2006, SL",2 anysinfo,11,14,25
9575,Residència assistida per a gent gran - temporal o permanent,Masdeu Hogar,"C. Mestre Dalmau, 3-5","Masdeu Hogar, S.L.",Més de 3 anysinfo,2,43,45
9578,Residència assistida per a gent gran - temporal o permanent,Hogar geriátrico Coloma,"C. Pitàgores, 14","Hogar geriátrico Coloma, SL",1 any i 2 mesosinfo,23,17,40
9579,Residència assistida per a gent gran - temporal o permanent,Centre residencial Campoamor,"C. Campoamor, 1","Residencia Font Fargas, SL",info,3,40,43
9581,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Star (residència assistida),"Psg. Maragall, 306","Residència Geriàtrica Star, S.L.",8 mesosinfo,13,12,25
9582,Residència assistida per a gent gran - temporal o permanent,Residencia Idea Vilapicina,"C. Vilapicina, 21-25","Idea Servicios de Gestión Asistencial, SL",,,70,
9583,Residència assistida per a gent gran - temporal o permanent,La Teva Residència,"C. Campoamor, 48","Inverconave Ibérica, SL",,,44,
9584,Residència assistida per a gent gran - temporal o permanent,Centre Residencial Dovela,"C. Eduard Todà, 45","Suara Equipaments Socials, SL",info,15,65,80
9585,Residència assistida per a gent gran - temporal o permanent,Residència Pedrell,"C. Pedrell, 52","Residencia Font Fargas, SL",3 anys i 9 mesosinfo,11,40,51
9586,Residència assistida per a gent gran - temporal o permanent,Residència Desalup-Horta,"C. Baixada de la Plana, 7","DESALUP, S.L",1 any i 3 mesosinfo,24,10,34
9587,Residència assistida per a gent gran - temporal o permanent,Los Olivos. Residencia tercera edad,"C. Montserrat de Casanovas, 201-205","Pareslap, SL",1 any i 5 mesosinfo,25,64,89
9588,Residència assistida per a gent gran - temporal o permanent,Residència Santa Rita Horta,"C. Baixada de la Plana, 16-18","Assistential Cresgra Services, SL",2 anys i 3 mesosinfo,28,43,71
9589,Residència assistida per a gent gran - temporal o permanent,Sanitas Residencial Bonaire,"C. Alt de Pedrell, 100-120","Sanitas Mayores, SL",2 anys i 10 mesosinfo,53,67,120
9590,Residència assistida per a gent gran - temporal o permanent,Residencia Bonavita,"C. Pedrell, 111-115","Residencia Bonavita, SL",3 anys i 3 mesosinfo,39,21,60
9591,Residència assistida per a gent gran - temporal o permanent,El Mirador de Font d'en Fargues,"C. Gallecs, 14-16","El Mirador de Font d'en Fargues, SL",10 mesosinfo,39,1,40
9592,Residència assistida per a gent gran - temporal o permanent,Centre assistencial Raset,"Pge. Capdevila, 8-10","Residència Raset, S.L.",7 mesosinfo,97,9,106
9593,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Trinitat Nova,"C. La Fosca, 4-8",Generalitat de Catalunya,1 any i 3 mesosinfo,55,,
9594,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Vallbona,"C. Pierola, 22",Generalitat de Catalunya,1 any i 7 mesosinfo,90,,
9595,Residència assistida per a gent gran - temporal o permanent,Casa de Família (servei de residència assistida),"Psg. Reina Elisenda de Montcada, 7 bis",Casa de Familia de C. Carmen Karr 3 Barcelona,3 anys i 10 mesosinfo,5,25,30
9597,Residència assistida per a gent gran - temporal o permanent,Pedralbes Park Residencial,"C. Pere II de Montcada, 20","Adquisición, Conservación y Explotación de Bienes Inmuebles ACEBI, SL",6 mesosinfo,19,4,23
9600,Residència assistida per a gent gran - temporal o permanent,Hospital de Sant Miquel,"Psg. de la Vall d'Hebron, 161-179",Fundació Albà,1 any i 8 mesosinfo,96,19,115
9602,Residència assistida per a gent gran - temporal o permanent,Residència Assistida Sant Josep (servei de residència assistida),"Psg. de la Vall d'Hebron, 157-169",Residencia Geriátrica San José Hermanas Franciscanas Sagrados Corazones,1 any i 5 mesosinfo,26,53,79
9603,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Horta,"C. Josep Sangenís, s/n",Generalitat de Catalunya,1 any i 4 mesosinfo,72,,
9604,Residència assistida per a gent gran - temporal o permanent,Residencial Bacumar,"C. Domènech i Montaner, 2-10","Residencial Bacumar, SL",4 mesosinfo,25,,
9605,Residència assistida per a gent gran - temporal o permanent,Llar Sant Jordi (servei de residència assistida),"Psg. Vall d'Hebron, 135-141","Clínica Barceloneta, SA",2 anys i 11 mesosinfo,107,74,181
9606,Residència assistida per a gent gran - temporal o permanent,Centre Collserola (servei de residència assistida),"Psg. de la Vall d'Hebrón, 159, 169","Mutual Gestión Integral, SL",1 any i 10 mesosinfo,28,66,94
9607,Residència assistida per a gent gran - temporal o permanent,Residencia Valle Hebrón,"C. Olvan, 5-11","Residencia Valle Hebrón, SL",5 mesosinfo,44,3,47
9609,Residència assistida per a gent gran - temporal o permanent,Residència Amavir Horta,"Av. Can Marcet, 11","Planiger, SA",5 anysinfo,5,176,181
9610,Residència assistida per a gent gran - temporal o permanent,Residencia per a gent gran Emera Sant Genis,"c. Natzaret, 16","Geros Azur, SLU",2 anys i 5 mesosinfo,30,79,109
9612,Residència assistida per a gent gran - temporal o permanent,Residencial Mas Piteu,"C. Natzaret, 67-81","Aditnalta Promocions, SL",4 anys i 5 mesosinfo,21,74,95
9613,Residència assistida per a gent gran - temporal o permanent,"Ronda de Dalt Residencial, Residència Assistida","C. Pare Mariana, 15",Ronda de Dalt Residencial SL,3 anysinfo,39,126,165
9614,Residència assistida per a gent gran - temporal o permanent,Residència Sant Daniel,"C. Londres, 94, 1er 1ª","Residencias Sant Daniel, S.L.",2 anys i 7 mesosinfo,5,14,19
9619,Residència assistida per a gent gran - temporal o permanent,Residència Ressi Bonaire,"Av. Diagonal, 382, prl 2ª","Ressi Bonaire, SL",7 mesosinfo,14,9,23
9620,Residència assistida per a gent gran - temporal o permanent,Residencia Tercera Edad Diagonal,"Psg. de Sant Joan, 104, 3er 2ª","Residencia Tercera Edad Diagonal, S.L.",,,20,
9621,Residència assistida per a gent gran - temporal o permanent,Residència 3a. Edat Bon Repòs,"Psg. de Sant Joan, 156","Edad 2000, S.L.",10 mesosinfo,86,40,126
9622,Residència assistida per a gent gran - temporal o permanent,Residència Sidibel Diagonal,"Ctr. de Collblanc, 167, baixos","Sidibel Diagonal, SL",5 mesosinfo,16,4,20
9623,Residència assistida per a gent gran - temporal o permanent,Residència Bruc,"C. Bruc, 151, 1er 1ª","Nurielo, SL",6 mesosinfo,25,5,30
9625,Residència assistida per a gent gran - temporal o permanent,Residència Verdaguer,"Av. Diagonal, 382, 2on 2ª","Pratena III, SLU",4 mesosinfo,11,1,12
9628,Residència assistida per a gent gran - temporal o permanent,Residència Claror,"C. Girona, 131, 4rt 1ª",Carmen Rosa Valverde Obando,,,11,
9629,Residència assistida per a gent gran - temporal o permanent,Residència Casa Nostra,"Av. Diagonal, 369, 2on","Rassiss Residencias, SL",4 mesosinfo,22,1,23
9630,Residència assistida per a gent gran - temporal o permanent,Senior Centre - Residència,"C. Mallorca, 340","Senior Centre, S.L.",4 mesosinfo,48,1,49
9631,Residència assistida per a gent gran - temporal o permanent,Residencia Hermanas del Sagrado Corazón de Jesús y Santos Ángeles (servei de residència assistida),"C. Bruc, 131-137",Asociación de las Hermanas del Sagrado Corazón de Jesús y Santos Angeles,,,40,
9633,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Bertran i Oriola,"C. Carbonell, 4-6",Generalitat de Catalunya,10 mesosinfo,92,,
9634,Residència assistida per a gent gran - temporal o permanent,Residència Parc del Guinardó,"C. Garriga i Roca, 62-64",Ajuntament de Barcelona,7 mesosinfo,32,13,45
9635,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica Caliu,"C. Vinyals, 34","Tuari, SL",9 mesosinfo,33,13,46
9636,Residència assistida per a gent gran - temporal o permanent,Residència Baró,"C. Segle XX, 16-18","Residències Baró, SL",6 mesosinfo,32,23,55
9637,Residència assistida per a gent gran - temporal o permanent,Residència les Dàlies,"C. Varsòvia, 16","Residencial Varsòvia, SL",,,42,
9638,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Mercat del Guinardó,"C. de l'Oblit, 29 (cant. Ptge de Llívia)",Generalitat de Catalunya,1 any i 7 mesosinfo,99,,
9639,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Alchemika,"C. St. Antoni M. Claret, 356-360",Generalitat de Catalunya,2 anys i 3 mesosinfo,98,,
9640,Residència assistida per a gent gran - temporal o permanent,Residència Parc Central,"Psg. Valldaura, 142-146, bxs","Residències Parc Central 2002, SL",2 anys i 2 mesosinfo,8,26,34
9641,Residència assistida per a gent gran - temporal o permanent,Residència l'Estel d'Horta,"Psg. Valldaura, 92",L'Estel d'Horta SL.,1 any i 6 mesosinfo,42,2,44
9642,Residència assistida per a gent gran - temporal o permanent,Centre Residencial Novaurora,"C. Tarragona, 8","Adult Protec, SL",5 mesosinfo,33,17,50
9645,Residència assistida per a gent gran - temporal o permanent,Llar Residència Els Saulons,"Av. Castell de Montbui, 259","Llar residència Magem, SL",,,40,
9646,Residència assistida per a gent gran - temporal o permanent,Residència Bellaire (servei de residència assistida),"C. Eucaliptus, 18 (Urb. St. Crist)","Bellaire, SL",1 any i 2 mesosinfo,27,13,40
9647,Residència assistida per a gent gran - temporal o permanent,Residència Bellavista,"C. Església, 33-35",Fundació Privada Domingo Bochaca,7 mesosinfo,22,11,33
9648,Residència assistida per a gent gran - temporal o permanent,Residència Floridadorada,"C. Pau Casals, 5","Remediets, SL",2 mesosinfo,32,10,42
9649,Residència assistida per a gent gran - temporal o permanent,Residència Vila de Caldes,"C. Santema, 15","Residència Vila de Caldes, S.L.",,,28,
9650,Residència assistida per a gent gran - temporal o permanent,Residència Santa Susanna,"C. Font i Boet, 16",Fundació Santa Susanna,1 any i 8 mesosinfo,60,26,86
9652,Residència assistida per a gent gran - temporal o permanent,La LLar Nostra,"Psg. de la Circumval·lació de Can Valls, Parcel·la 542","La Llar Nostra 2018, SL",,,18,
9653,Residència assistida per a gent gran - temporal o permanent,La Nostra Llar II,"C. Ferreries, 1-3","La Llar Nostra 2018, SL",3 anys i 8 mesosinfo,12,44,56
9654,Residència assistida per a gent gran - temporal o permanent,Residència La Maresma (servei de residència assistida),"Ctr. d'Hortsavinya, Km 1'2","Residència La Maresma, SL",3 mesosinfo,150,17,167
9655,Residència assistida per a gent gran - temporal o permanent,Lantus Calella,"C. Balmes, 152","Grup Lantus, SL",5 mesosinfo,64,22,86
9657,Residència assistida per a gent gran - temporal o permanent,Casal Mare de Déu de Fàtima,"C. Sant Isidre, 44-46",Fundació Mare de Déu de Fàtima,3 mesosinfo,43,4,47
9658,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Mar i Sol,"C. Costa i Fornaguera, 112","Residència Geriàtrica Calella Mar i Sol, SL",4 mesosinfo,133,44,177
9659,Residència assistida per a gent gran - temporal o permanent,Centre residencial per a gent gran de Callús,"C. Francesc Macià, 25 1r i 2n",Consorci d'Atenció a la Gent Gran de Callús,8 mesosinfo,30,12,42
9660,Residència assistida per a gent gran - temporal o permanent,Residència Guillem Mas de Canet de Mar (servei de residència assistida),"C. Vall, 69",Fundació Privada l'Hospital Particular de Canet de Mar,2 anys i 6 mesosinfo,25,70,95
9661,Residència assistida per a gent gran - temporal o permanent,Residència Miramar de Canet de Mar,"Av. Maresme, 29","Miramar de Canet, SL",4 mesosinfo,56,14,70
9663,Residència assistida per a gent gran - temporal o permanent,Residència Sant Roc de Canet,"Av. Maresme, 23","Sant Roc de Canet, SL",4 mesosinfo,174,7,181
9664,Residència assistida per a gent gran - temporal o permanent,CDM Residencial,"Psg. de la Misericòrdia, 41","Hirundo Rustica, SL",1 any i 4 mesosinfo,42,41,83
9665,Residència assistida per a gent gran - temporal o permanent,Centro gerontológico María Auxiliadora,"C. Diagonal, 29","Centro gerontológico María Auxiliadora, SL",,,35,
9666,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis de Capellades Fundació Consorts Guasch,"Psg. Concepció, 1-3","Fundació ""Consortes Guasch""",1 anyinfo,63,20,83
9667,Residència assistida per a gent gran - temporal o permanent,Residencia de Ancianos Maranatha de Cardedeu (servei de residència assistida),"Ctr. de Cànoves, Km 2,5 (Can Julià Gros)",Fundación Residencia de Ancianos Maranatha,1 any i 5 mesosinfo,33,37,70
9668,Residència assistida per a gent gran - temporal o permanent,"Llar-Residéncia ""El Racó""","Ctr. BV-5108, Km.3'5 de Cardedeu a Cànoves","El Racó de Cardedeu, SL",8 mesosinfo,26,8,34
9669,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Sant Jaume (servei de residència assistida),"Pça. Compte Viladomat, 2",Fundació Privada Residència 3a. Edat Sant Jaume,7 mesosinfo,45,22,67
9670,Residència assistida per a gent gran - temporal o permanent,Centre de Serveis l'Onada Casserres (servei de residència assistida),"Psg. Bisbe Comelles, 75",Ajuntament de Casserres,5 mesosinfo,45,6,51
9671,Residència assistida per a gent gran - temporal o permanent,Residència Obra Social Benèfica de Castellar del Vallès,"C. Mestre Ros, s/n",Obra Social Benèfica de Castellar del Vallès,1 any i 6 mesosinfo,70,24,94
9672,Residència assistida per a gent gran - temporal o permanent,Residència Falgàs,"C. Bassetes, 3","Camplluna Advisers, SL",,,20,
9673,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica les Orquídies,"C. Prat de la Riba, 1","Castellarnou Promocions, SL",,,49,
9674,Residència assistida per a gent gran - temporal o permanent,Residència Nord Egara,"C. Passeig, 39-41","Residència Nord Egara, SL",4 mesosinfo,31,3,34
9675,Residència assistida per a gent gran - temporal o permanent,Residència Can Font,"C. Can Salas, 8 Urbanització Can Font","Residència Geriàtrica Can Font, SL",8 mesosinfo,25,,
9676,Residència assistida per a gent gran - temporal o permanent,Geriàtric del Bages,"C. Sant Geroni, 8","Centre Geriàtric del Bages, SL",9 mesosinfo,37,8,45
9677,Residència assistida per a gent gran - temporal o permanent,Residència la Ginesta,"C. de la Llum, 5-9",Fundació Privada Sant Andreu de Castellcir,6 mesosinfo,46,8,54
9678,Residència assistida per a gent gran - temporal o permanent,"Residencia Geriátrica ""Catite""","Psg. Garbí, 134","Edificaciones y Hoteles, SL",,,66,
9679,Residència assistida per a gent gran - temporal o permanent,Residència Mussol II,"Av. Castelldefels, 69","Ansol Geriàtrics, SL",6 mesosinfo,31,,
9680,Residència assistida per a gent gran - temporal o permanent,Mussol III,"Psg. dels Tarongers, 40","Ansol Geriàtrics, SL",7 mesosinfo,42,11,53
9681,Residència assistida per a gent gran - temporal o permanent,Residencia Colonias Extranjeras de Barcelona,"C. 22 de la Pineda, 13-15",Fundación Residencia Colonias Extranjeras de Barcelona,2 anys i 1 mesinfo,42,23,65
9683,Residència assistida per a gent gran - temporal o permanent,Residència Julia,"C. Cadis, 36 (torre)","Societat Cooperativa Catalana Limitada, Residencia Balmes",5 mesosinfo,24,6,30
9684,Residència assistida per a gent gran - temporal o permanent,Solmar Residencial,"Psg. Bellavista, 160-166","Residència Geriàtrica Costa Daurada, SL",10 mesosinfo,46,18,64
9686,Residència assistida per a gent gran - temporal o permanent,Residència les Gavines,"Psg. Ferrocarril, 16-18","Adquisiciones Rosegar, SLU",1 any i 7 mesosinfo,24,25,49
9687,Residència assistida per a gent gran - temporal o permanent,Residència l'Oreneta,"Psg. Marítim, 222-224","Residència l'Oreneta, SL",1 any i 5 mesosinfo,36,13,49
9688,Residència assistida per a gent gran - temporal o permanent,Residencia 3a Edad Santa Rita Castelldefels,"Av. Constitució, 340-342","Cadakes siglo XXI, SL",6 mesosinfo,59,8,67
9689,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica el Recer II,"Psg. Marina, 60","Kisar, S.L.",4 anys i 10 mesosinfo,5,45,50
9690,Residència assistida per a gent gran - temporal o permanent,Residència Lluna Gran,"C. Alcover, 30","Residència per a gent gran Vellamar, SL",11 mesosinfo,16,9,25
9691,Residència assistida per a gent gran - temporal o permanent,Residència El Manantial,"Psg. Brollador, 26","Centro residencial Montfels, SL",1 any i 1 mesinfo,13,47,60
9692,Residència assistida per a gent gran - temporal o permanent,Residència Torre Marina,"Psg. Garbí, 152, bxs","Castro-Pie, SL",,,50,
9693,Residència assistida per a gent gran - temporal o permanent,Portamar Residencial,"Av. 341, núm. 14","Portamar Residencial, SL",1 any i 2 mesosinfo,6,49,55
9694,Residència assistida per a gent gran - temporal o permanent,"Residència ""Masplanoi""","Urb. Masplanoi. C. del Mas, s/n","Residència d'avis Mas Planoi, SL",,,19,
9695,Residència assistida per a gent gran - temporal o permanent,IBADA Castellgalí (residència assistida),"C. Jacint Verdaguer, 24",Ajuntament de Castellgalí,2 anys i 3 mesosinfo,15,71,86
9696,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Josep Brugarolas,"Ctr. Granera, 41",Ajuntament de Castellterçol,4 mesosinfo,53,21,74
9697,Residència assistida per a gent gran - temporal o permanent,Llar per a la tercera edat Nature,"Pge. Nord, 1-3","Patrimonial Nature, SL",5 mesosinfo,44,8,52
9698,Residència assistida per a gent gran - temporal o permanent,Palau de Can Sunyer (residència assistida),"C. Sant Llorenç de Morunys, 8-12","Palau de Can Sunyer, SL",2 anys i 1 mesinfo,40,40,80
9699,Residència assistida per a gent gran - temporal o permanent,Residència Sant Gabriel (servei de residència assistida),"C. Fortià Solà, 6",Fundació Pública Municipal Residència Sant Gabriel,3 anys i 4 mesosinfo,33,45,78
9700,Residència assistida per a gent gran - temporal o permanent,Residencia 3ª Edad Casa de las Monjas,"C. Vidriers, 6","Residencia Casa las Monjas, SL",3 mesosinfo,61,5,66
9701,Residència assistida per a gent gran - temporal o permanent,Residencial Mensa,"C. Joaquim Mensa, 18","Martodey, S.L.",1 any i 7 mesosinfo,24,30,54
9702,Residència assistida per a gent gran - temporal o permanent,Les Oliveres Centre Residencial,"C. Saturnia Pyri, 6-8","Llopart Moleras, S.L",1 any i 3 mesosinfo,21,29,50
9703,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Santa Rita,"Av. Amadeu Vives, 1","Marcugamar, SL",5 mesosinfo,32,2,34
9704,Residència assistida per a gent gran - temporal o permanent,Residència La Muntanya,"Psg. Cerdanya, 8","Bella Llar La Montaña, SL",6 mesosinfo,21,4,25
9705,Residència assistida per a gent gran - temporal o permanent,Residència Reche,"C. Santa Magdalena, 1-2",Residència Reche SL,4 mesosinfo,44,11,55
9706,Residència assistida per a gent gran - temporal o permanent,Residència Sant Martí,"Pça. Bartolomeu i Pere Selva, 2","Residencia Tercera Edad Montserrat, SL",3 mesosinfo,27,1,28
9707,Residència assistida per a gent gran - temporal o permanent,Residència assistida Jardins de Corbera,"Urb. Santa Maria de la Vall, Carrer 7, núm. 35","Residencial Les Deus, S.L.",3 mesosinfo,54,10,64
9708,Residència assistida per a gent gran - temporal o permanent,Residència La Torreta de Corbera,"C. Berguedà, 15-17 (Urb. Creu Nova)","Residència La Torreta de Corbera, SL",1 any i 1 mesinfo,42,8,50
9709,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Mercè,"Av. Dels Pins, 18 Pol. 2n urb. can Margarit","Residència Edad d'Or Mercè, SL",9 mesosinfo,12,13,25
9710,Residència assistida per a gent gran - temporal o permanent,Residència Llar de Benestar,"C. Joaquim Ruyra, 39-41","Llar de Benestar, S.L.U",4 mesosinfo,30,20,50
9711,Residència assistida per a gent gran - temporal o permanent,Creu Nova Gent Gran,"C. Creu Nova, 28","Olodun, SL",2 anys i 2 mesosinfo,10,17,27
9712,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Sol i Natura,"Ctr. de l'Amunt, 8","Residència d'avis Sol i Natura, SL",2 anysinfo,37,13,50
9713,Residència assistida per a gent gran - temporal o permanent,Residència Santa Rita Cornellà,"Av. del Parc, 19-21","Clínica Sant Jordi de Cornellà, S.L.",6 mesosinfo,44,12,56
9714,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Jaume Nualart,"C. Anoia, s/n",Generalitat de Catalunya,1 any i 7 mesosinfo,72,,
9716,Residència assistida per a gent gran - temporal o permanent,Centre Sociosanitari i Residència Assistida DomusVi Sant Jordi,"Ctr. Sant Joan Despí, s/n",Fundación DomusVi,1 any i 1 mesinfo,72,13,85
9717,Residència assistida per a gent gran - temporal o permanent,Centre residencial Blau Almeda,"Ctr. de l'Hospitalet, 236",Centre residencial Blau Almeda SA,2 anys i 1 mesinfo,26,116,142
9719,Residència assistida per a gent gran - temporal o permanent,Residencial Cornellà,"Av. del Parc, 46","Sanitas Mayores, SL",,,140,
9720,Residència assistida per a gent gran - temporal o permanent,Edelweis Residencial Cubelles,"Av. Catalunya, 18-20","Residència Templis Atlantis, SLU",,,63,
9721,Residència assistida per a gent gran - temporal o permanent,Residència Medical Comfort,"Av. Europa, 13 (Ctr. C-31, Km. 51700)","Edelweis Ibérica, S.L.",info,1,105,106
9722,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Sant Llop,"C. Pau Picasso, 13","Residència d'avis Sant Llop, SL",8 mesosinfo,23,3,26
9723,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Can Comelles (servei de residència assistida),"C. Can Comelles, s/n",Ajuntament d'Esparreguera,1 any i 8 mesosinfo,78,12,90
9726,Residència assistida per a gent gran - temporal o permanent,Residència Fèlix Llobet (servei de residència assistida),"Av. Isidre Martí, 17-19",Fundació Privada Casal dels Avis d'Esplugues,3 anysinfo,52,19,71
9727,Residència assistida per a gent gran - temporal o permanent,Residència Domus Astri,"C. Apel·les Mestres, 37","Domus Astri, SL",1 any i 7 mesosinfo,15,10,25
9728,Residència assistida per a gent gran - temporal o permanent,Residència assistida La Mallola,"C. Raval de Sant Mateu, 46-48",Fundació Privada Casal dels Avis d'Esplugues,3 anys i 3 mesosinfo,70,34,104
9729,Residència assistida per a gent gran - temporal o permanent,Residència Bouco Ciutat Diagonal,"Av. La Miranda, 8-16","Residència Ciutat Diagonal Esplugues, SL",,,100,
9731,Residència assistida per a gent gran - temporal o permanent,Residència d'avis l'Auca,"C. Jaume I, 28","Residència d'Avis L'Auca, S.L.",6 mesosinfo,33,11,44
9732,Residència assistida per a gent gran - temporal o permanent,Residència Palau de les Franqueses,"Ctr. Cànoves, Km 1,5","Residència Geriàtrica Palau, SL",2 mesosinfo,48,4,52
9733,Residència assistida per a gent gran - temporal o permanent,Residència les Franqueses,"C. Sant Josep, 29","Mutuam, Mútua de Previsió Social",1 any i 8 mesosinfo,35,23,58
9734,Residència assistida per a gent gran - temporal o permanent,Hotel Residència Reig (servei de residència assistida),"Rda. del Carril, 78","Residencial Garriga, SL",3 mesosinfo,34,7,41
9735,Residència assistida per a gent gran - temporal o permanent,Can Jordan (servei de residència assistida),"Rda. del Carril, 63","Can Jordan, SL",6 mesosinfo,32,21,53
9736,Residència assistida per a gent gran - temporal o permanent,Asil Hospital de la Garriga (servei de residència assistida),"C. Llerona, 2",Fundació Privada Asil Hospital de la Garriga,1 any i 4 mesosinfo,98,55,153
9737,Residència assistida per a gent gran - temporal o permanent,Llar Nostra Senyora del Pilar (servei de residència assistida),"Psg. dels Til·lers, 29",Hogar Nuestra Señora del Pilar de La Garriga-Congregació de Germanes Hospitalàries de la Santa Creu,1 any i 8 mesosinfo,24,18,42
9738,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo,"C. Riu Ebre, 8","Residencia San Lorenzo, S.L.",8 mesosinfo,35,,
9739,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo 2,"C. Riu Ebre, 13","Residencia San Lorenzo, S.L.",,,34,
9740,Residència assistida per a gent gran - temporal o permanent,Residencia Gavá Centre,"Pça. Dolors Clua, 11","Residències geriàtriques Sabater i Fabregat, SL",7 mesosinfo,8,13,21
9741,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Gavà,"C. Concòrdia, s/n",Generalitat de Catalunya,7 mesosinfo,93,,
9742,Residència assistida per a gent gran - temporal o permanent,Residencia San Lorenzo 3 (servei de residència assistida),"C. Àngela Roca, 4","Residencia San Lorenzo, S.L.",10 mesosinfo,52,22,74
9743,Residència assistida per a gent gran - temporal o permanent,Llar Sant Jordi,"Ctr. Sant Sadurní, km. 9","Llar Sant Jordi, SL",5 mesosinfo,40,18,58
9744,Residència assistida per a gent gran - temporal o permanent,Residència Sant Roc,"Pça. Dr. Armengol, 1",Fundació Residència Sant Roc,9 mesosinfo,52,40,92
9745,Residència assistida per a gent gran - temporal o permanent,Centre Geriàtric Adolfo Montañá Riera,"Av. Francesc Ribas, s/n",Fundació Hospital Asil de Granollers,1 any i 10 mesosinfo,31,21,52
9746,Residència assistida per a gent gran - temporal o permanent,Colisée Can Monic,"Av. 1r Marquès de les Franqueses, 148","La Saleta Care, SL",3 anys i 4 mesosinfo,29,39,68
9747,Residència assistida per a gent gran - temporal o permanent,Residència Fundació Antònia Roura Barbany (servei de residència assistida),"C. Nou, 12",Fundació Antònia Roura Barbany,1 any i 9 mesosinfo,29,22,51
9748,Residència assistida per a gent gran - temporal o permanent,Residencia San José. Granollers (servei de residència assistida),"C. San José, 6",Congregación Hijas de San José - Residencia San José,,,40,
9750,Residència assistida per a gent gran - temporal o permanent,Llar d'Avis Verge de la Salut,"C. Sant Marc, 1","DP Consultores de Dependencia, SLU",,,21,
9751,Residència assistida per a gent gran - temporal o permanent,Residència Jericó,"C. Mestre Candi, 36-42",Fundació Privada Sant Roc,1 any i 5 mesosinfo,47,23,70
9752,Residència assistida per a gent gran - temporal o permanent,La Rambla Residència d'Avis,"Rbl. Just Oliveres, 48, 1er","Hospitalet Residència d'Avis, S.L",,,25,
9753,Residència assistida per a gent gran - temporal o permanent,Residència Santa Eulàlia,"Av. Jacint Verdaguer, 32",Fundació Santa Eulàlia,2 anys i 5 mesosinfo,56,35,91
9754,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Santa Eulàlia,"Av. Carrilet, 129-131, 1er","Llar d'avis Santa Eulàlia, SL",,,18,
9755,Residència assistida per a gent gran - temporal o permanent,Prytanis Residencial,"C. Aprestadora, 43-45","Prytanis Services, SL",3 anys i 2 mesosinfo,12,18,30
9756,Residència assistida per a gent gran - temporal o permanent,L'Hospitalet Rpark (Residència),"C. Cultura, 3","L'Hospitalet Rpark, SL",3 anys i 5 mesosinfo,12,62,74
9757,Residència assistida per a gent gran - temporal o permanent,Residència d'avis la Torrassa,"C. Santiago Apóstol, 55",Fundació Mare de Déu dels Desamparats,8 mesosinfo,80,13,93
9758,Residència assistida per a gent gran - temporal o permanent,Residència Collblanc Companys Socials,"C. Riera Blanca, 18-20",Consorci Sanitari Integral,1 any i 5 mesosinfo,90,,
9759,Residència assistida per a gent gran - temporal o permanent,Residència El Pilar,"C. Florida, 39","IACJ, SL",,,28,
9760,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Can Buxeres,"C. Ametller, 6","SAR Residencial y Asistencial,SAU",11 mesosinfo,100,78,178
9761,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Francisco Padilla,"C. Electricitat, 35-43",Generalitat de Catalunya,1 any i 4 mesosinfo,80,,
9762,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Feixa Llarga Laia González,"C. de la Residència, 2",Generalitat de Catalunya,2 anys i 2 mesosinfo,94,,
